Date,Open,High,Low,Close
2009-04-06,2486.75,2496.39990234375,2445.14990234375,2473.300048828125
2009-04-08,2404.35009765625,2544.64990234375,2398.14990234375,2537.550048828125
2009-04-09,2558.25,2578.699951171875,2520.050048828125,2545.949951171875
2009-04-13,2564.25,2622.300048828125,2550.949951171875,2598.949951171875
2009-04-15,2556.39990234375,2698.550048828125,2556.39990234375,2691.300048828125
2009-04-16,2707.10009765625,2727.75,2582.75,2593.89990234375
2009-04-17,2623.25,2690.0,2593.699951171875,2612.60009765625
2009-04-20,2628.35009765625,2663.5,2591.64990234375,2621.699951171875
2009-04-21,2580.449951171875,2644.85009765625,2580.449951171875,2612.64990234375
2009-04-22,2630.39990234375,2646.949951171875,2563.5,2584.89990234375
2009-04-23,2596.050048828125,2655.10009765625,2564.10009765625,2646.0
2009-04-24,2650.39990234375,2696.10009765625,2640.449951171875,2689.949951171875
2009-04-27,2671.14990234375,2716.800048828125,2655.60009765625,2674.75
2009-04-28,2675.199951171875,2675.199951171875,2581.699951171875,2588.39990234375
2009-04-29,2621.800048828125,2669.89990234375,2607.050048828125,2662.949951171875
2009-05-04,2707.449951171875,2792.14990234375,2707.449951171875,2788.050048828125
2009-05-05,2786.199951171875,2818.300048828125,2775.35009765625,2808.64990234375
2009-05-06,2805.699951171875,2853.5,2765.10009765625,2778.300048828125
2009-05-07,2809.35009765625,2834.550048828125,2791.14990234375,2831.550048828125
2009-05-08,2831.39990234375,2850.25,2762.699951171875,2795.949951171875
2009-05-11,2822.64990234375,2822.64990234375,2731.75,2748.64990234375
2009-05-12,2738.699951171875,2831.300048828125,2729.64990234375,2825.5
2009-05-13,2836.60009765625,2851.75,2788.449951171875,2799.050048828125
2009-05-14,2735.14990234375,2795.300048828125,2735.14990234375,2786.050048828125
2009-05-15,2813.64990234375,2850.300048828125,2813.64990234375,2833.64990234375
2009-05-18,3197.949951171875,3293.35009765625,3197.949951171875,3293.35009765625
2009-05-19,3354.85009765625,3433.35009765625,3166.0,3309.050048828125
2009-05-20,3277.449951171875,3380.14990234375,3277.449951171875,3341.64990234375
2009-05-21,3336.85009765625,3416.199951171875,3313.75,3327.64990234375
2009-05-22,3314.85009765625,3360.75,3284.85009765625,3355.050048828125
2009-05-25,3379.0,3409.89990234375,3354.35009765625,3401.699951171875
2009-05-26,3414.14990234375,3432.85009765625,3288.0,3309.699951171875
2009-05-27,3369.050048828125,3446.25,3369.050048828125,3442.300048828125
2009-05-28,3460.64990234375,3498.10009765625,3450.10009765625,3487.699951171875
2009-05-29,3516.949951171875,3612.300048828125,3516.949951171875,3579.89990234375
2009-06-01,3649.85009765625,3663.0,3608.800048828125,3654.199951171875
2009-06-02,3689.39990234375,3689.39990234375,3586.449951171875,3641.5
2009-06-03,3671.199951171875,3691.14990234375,3612.699951171875,3656.5
2009-06-04,3619.949951171875,3711.699951171875,3618.35009765625,3708.10009765625
2009-06-05,3737.39990234375,3762.35009765625,3699.64990234375,3710.5
2009-06-08,3728.5,3736.949951171875,3543.550048828125,3562.699951171875
2009-06-09,3537.800048828125,3668.75,3500.14990234375,3661.25
2009-06-10,3717.5,3766.89990234375,3707.5,3732.800048828125
2009-06-11,3743.300048828125,3744.89990234375,3673.300048828125,3711.10009765625
2009-06-12,3741.25,3760.800048828125,3652.0,3664.89990234375
2009-06-15,3639.10009765625,3677.75,3582.300048828125,3594.25
2009-06-16,3545.199951171875,3650.800048828125,3545.199951171875,3639.39990234375
2009-06-17,3634.800048828125,3643.89990234375,3486.949951171875,3504.300048828125
2009-06-18,3500.199951171875,3520.699951171875,3384.550048828125,3412.449951171875
2009-06-19,3449.449951171875,3468.300048828125,3378.14990234375,3458.85009765625
2009-06-22,3474.449951171875,3489.0,3397.14990234375,3408.10009765625
2009-06-23,3367.949951171875,3434.699951171875,3342.64990234375,3420.449951171875
2009-06-24,3451.449951171875,3476.050048828125,3410.949951171875,3467.10009765625
2009-06-25,3484.800048828125,3500.10009765625,3423.64990234375,3433.14990234375
2009-06-26,3464.10009765625,3525.85009765625,3452.10009765625,3521.85009765625
2009-06-29,3534.75,3585.300048828125,3521.10009765625,3555.300048828125
2009-06-30,3582.449951171875,3586.5,3454.550048828125,3469.699951171875
2009-07-01,3486.10009765625,3513.800048828125,3426.699951171875,3503.64990234375
2009-07-02,3529.89990234375,3552.699951171875,3483.35009765625,3526.699951171875
2009-07-03,3498.60009765625,3574.64990234375,3498.60009765625,3568.050048828125
2009-07-06,3583.89990234375,3614.35009765625,3357.949951171875,3374.14990234375
2009-07-07,3384.699951171875,3415.449951171875,3341.050048828125,3382.800048828125
2009-07-08,3356.89990234375,3356.89990234375,3265.64990234375,3295.10009765625
2009-07-09,3303.050048828125,3329.35009765625,3273.050048828125,3306.050048828125
2009-07-10,3317.64990234375,3338.5,3228.949951171875,3244.89990234375
2009-07-13,3202.800048828125,3211.14990234375,3166.14990234375,3198.5
2009-07-14,3256.35009765625,3324.10009765625,3256.35009765625,3313.10009765625
2009-07-15,3351.75,3443.89990234375,3347.5,3435.699951171875
2009-07-16,3489.25,3489.25,3425.050048828125,3442.550048828125
2009-07-17,3480.39990234375,3553.14990234375,3480.39990234375,3542.199951171875
2009-07-20,3591.35009765625,3634.300048828125,3567.64990234375,3630.949951171875
2009-07-21,3618.89990234375,3636.199951171875,3583.0,3602.949951171875
2009-07-22,3625.199951171875,3670.10009765625,3550.64990234375,3565.0
2009-07-23,3589.0,3650.10009765625,3589.0,3646.25
2009-07-24,3678.050048828125,3693.75,3644.699951171875,3689.64990234375
2009-07-27,3694.85009765625,3722.14990234375,3674.10009765625,3708.0
2009-07-28,3727.949951171875,3749.699951171875,3700.199951171875,3726.14990234375
2009-07-29,3711.300048828125,3742.25,3611.25,3685.64990234375
2009-07-30,3680.800048828125,3725.60009765625,3657.449951171875,3721.35009765625
2009-07-31,3760.60009765625,3799.64990234375,3734.10009765625,3764.10009765625
2009-08-03,3778.050048828125,3830.300048828125,3764.14990234375,3823.800048828125
2009-08-04,3816.60009765625,3843.35009765625,3778.199951171875,3806.199951171875
2009-08-05,3824.800048828125,3840.800048828125,3783.85009765625,3827.300048828125
2009-08-06,3816.050048828125,3855.35009765625,3732.60009765625,3742.550048828125
2009-08-07,3709.25,3744.14990234375,3652.199951171875,3663.60009765625
2009-08-10,3685.25,3714.050048828125,3602.5,3625.0
2009-08-11,3620.10009765625,3681.60009765625,3603.14990234375,3647.75
2009-08-12,3606.300048828125,3646.85009765625,3567.89990234375,3641.0
2009-08-13,3701.5,3762.449951171875,3697.89990234375,3758.14990234375
2009-08-14,3762.5,3779.449951171875,3739.39990234375,3749.60009765625
2009-08-17,3713.35009765625,3713.35009765625,3596.949951171875,3606.25
2009-08-18,3620.949951171875,3686.449951171875,3606.10009765625,3665.75
2009-08-19,3673.85009765625,3688.949951171875,3589.35009765625,3607.050048828125
2009-08-20,3654.800048828125,3675.60009765625,3644.949951171875,3650.89990234375
2009-08-21,3627.85009765625,3705.85009765625,3618.39990234375,3701.050048828125
2009-08-24,3748.75,3787.75,3748.75,3779.550048828125
2009-08-25,3758.449951171875,3799.75,3744.199951171875,3794.5
2009-08-26,3813.300048828125,3832.199951171875,3807.800048828125,3820.75
2009-08-27,3809.60009765625,3852.64990234375,3809.60009765625,3831.89990234375
2009-08-28,3843.60009765625,3871.25,3811.35009765625,3864.39990234375
2009-08-31,3819.050048828125,3867.89990234375,3819.050048828125,3840.25
2009-09-01,3871.0,3892.800048828125,3790.800048828125,3803.199951171875
2009-09-02,3779.10009765625,3823.64990234375,3779.10009765625,3788.949951171875
2009-09-03,3819.449951171875,3827.0,3775.050048828125,3784.449951171875
2009-09-04,3803.89990234375,3845.949951171875,3774.75,3837.800048828125
2009-09-07,3875.60009765625,3927.25,3873.64990234375,3924.10009765625
2009-09-08,3954.949951171875,3960.85009765625,3918.10009765625,3929.64990234375
2009-09-09,3925.39990234375,3946.25,3905.449951171875,3925.39990234375
2009-09-10,3958.39990234375,3979.85009765625,3914.050048828125,3922.35009765625
2009-09-11,3941.5,3946.14990234375,3888.35009765625,3914.050048828125
2009-09-14,3900.64990234375,3916.699951171875,3881.14990234375,3908.949951171875
2009-09-15,3939.64990234375,3977.35009765625,3938.60009765625,3973.0
2009-09-16,4002.449951171875,4022.949951171875,3998.39990234375,4019.300048828125
2009-09-17,4042.050048828125,4054.0,4006.14990234375,4023.10009765625
2009-09-18,4015.60009765625,4047.64990234375,4007.0,4045.25
2009-09-22,4058.60009765625,4080.199951171875,4051.699951171875,4069.25
2009-09-23,4070.60009765625,4078.949951171875,4019.75,4028.300048828125
2009-09-24,3991.050048828125,4049.5,3984.199951171875,4040.89990234375
2009-09-25,4017.300048828125,4065.60009765625,4017.300048828125,4041.35009765625
2009-09-29,4078.300048828125,4086.449951171875,4064.89990234375,4072.050048828125
2009-09-30,4085.10009765625,4119.89990234375,4081.60009765625,4118.64990234375
2009-10-01,4128.5,4133.2001953125,4102.39990234375,4119.0498046875
2009-10-05,4084.39990234375,4095.64990234375,4040.050048828125,4046.699951171875
2009-10-06,4065.449951171875,4068.85009765625,3971.949951171875,4047.949951171875
2009-10-07,4083.449951171875,4096.75,4032.75,4042.949951171875
2009-10-08,4074.75,4091.14990234375,4044.949951171875,4060.800048828125
2009-10-09,4080.75,4085.89990234375,4024.449951171875,4029.550048828125
2009-10-12,4045.800048828125,4106.10009765625,4045.800048828125,4100.0498046875
2009-10-14,4132.4501953125,4163.75,4132.4501953125,4159.60009765625
2009-10-15,4186.64990234375,4188.39990234375,4146.4501953125,4165.4501953125
2009-10-16,4171.2001953125,4198.2001953125,4165.7998046875,4194.9501953125
2009-10-20,4231.5498046875,4239.9501953125,4185.39990234375,4193.2001953125
2009-10-21,4189.7998046875,4204.25,4144.60009765625,4153.10009765625
2009-10-22,4141.60009765625,4158.2998046875,4075.5,4089.800048828125
2009-10-23,4140.7998046875,4149.64990234375,4095.699951171875,4104.75
2009-10-26,4114.2998046875,4119.10009765625,4063.449951171875,4067.75
2009-10-27,4035.800048828125,4046.699951171875,3948.39990234375,3960.199951171875
2009-10-28,3941.64990234375,3979.39990234375,3901.60009765625,3949.300048828125
2009-10-29,3885.0,3935.449951171875,3873.800048828125,3882.85009765625
2009-10-30,3950.39990234375,3963.050048828125,3844.39990234375,3853.14990234375
2009-11-03,3837.0,3856.85009765625,3717.64990234375,3727.449951171875
2009-11-04,3768.550048828125,3846.050048828125,3738.75,3836.199951171875
2009-11-05,3833.800048828125,3906.64990234375,3793.050048828125,3899.75
2009-11-06,3940.199951171875,3975.050048828125,3935.050048828125,3950.449951171875
2009-11-09,3976.5,4031.35009765625,3955.25,4026.800048828125
2009-11-10,4061.550048828125,4080.050048828125,4018.39990234375,4034.699951171875
2009-11-11,4043.199951171875,4136.39990234375,4038.699951171875,4130.89990234375
2009-11-12,4124.60009765625,4140.5498046875,4066.0,4084.10009765625
2009-11-13,4078.949951171875,4132.0,4078.949951171875,4114.4501953125
2009-11-16,4152.35009765625,4172.5,4152.35009765625,4162.25
2009-11-17,4158.89990234375,4169.75,4127.39990234375,4160.85009765625
2009-11-18,4155.9501953125,4189.4501953125,4155.5498046875,4164.89990234375
2009-11-19,4165.4501953125,4173.0,4090.949951171875,4109.4501953125
2009-11-20,4092.85009765625,4154.5498046875,4064.39990234375,4147.60009765625
2009-11-23,4166.85009765625,4185.35009765625,4157.0,4180.7998046875
2009-11-24,4185.89990234375,4196.5498046875,4153.0,4178.89990234375
2009-11-25,4181.39990234375,4216.89990234375,4177.0498046875,4184.60009765625
2009-11-26,4184.7001953125,4195.35009765625,4112.7998046875,4121.35009765625
2009-11-27,4033.050048828125,4075.85009765625,3967.050048828125,4069.050048828125
2009-11-30,4132.60009765625,4166.9501953125,4124.5,4145.4501953125
2009-12-01,4176.14990234375,4220.14990234375,4176.14990234375,4216.39990234375
2009-12-02,4247.5,4249.2998046875,4218.14990234375,4224.10009765625
2009-12-03,4245.7998046875,4276.9501953125,4229.7001953125,4247.14990234375
2009-12-04,4224.2001953125,4271.5498046875,4220.89990234375,4238.85009765625
2009-12-07,4243.9501953125,4253.85009765625,4190.5498046875,4199.7001953125
2009-12-08,4209.64990234375,4256.85009765625,4201.9501953125,4255.0
2009-12-09,4234.10009765625,4271.14990234375,4230.14990234375,4238.7001953125
2009-12-10,4242.85009765625,4266.75,4233.0498046875,4258.25
2009-12-11,4291.2001953125,4294.0498046875,4222.9501953125,4242.89990234375
2009-12-14,4241.2001953125,4263.25,4221.64990234375,4231.35009765625
2009-12-15,4243.2001953125,4244.39990234375,4161.7001953125,4173.14990234375
2009-12-16,4169.14990234375,4191.75,4146.60009765625,4177.2998046875
2009-12-17,4177.25,4201.75,4168.89990234375,4189.4501953125
2009-12-18,4174.14990234375,4197.35009765625,4147.5498046875,4153.0498046875
2009-12-21,4159.2998046875,4169.39990234375,4128.0,4132.35009765625
2009-12-22,4154.60009765625,4174.75,4150.5,4168.60009765625
2009-12-23,4189.0,4277.85009765625,4189.0,4274.85009765625
2009-12-24,4300.0,4314.60009765625,4273.10009765625,4300.35009765625
2009-12-29,4313.4501953125,4327.25,4304.75,4310.25
2009-12-30,4318.0498046875,4321.60009765625,4298.85009765625,4306.85009765625
2009-12-31,4334.39990234375,4346.39990234375,4322.14990234375,4329.10009765625
2010-01-04,4343.10009765625,4372.2998046875,4334.9501953125,4367.64990234375
2010-01-05,4406.5,4422.89990234375,4396.7001953125,4416.0498046875
2010-01-06,4430.0498046875,4438.64990234375,4405.5498046875,4422.64990234375
2010-01-07,4431.0,4435.0,4399.0,4411.5498046875
2010-01-08,4415.5,4436.14990234375,4397.7001953125,4405.2998046875
2010-01-11,4439.7998046875,4452.0498046875,4423.39990234375,4432.5
2010-01-12,4442.2001953125,4449.85009765625,4385.0,4391.7001953125
2010-01-13,4364.35009765625,4418.89990234375,4361.89990234375,4415.60009765625
2010-01-14,4440.4501953125,4462.2001953125,4439.14990234375,4450.4501953125
2010-01-15,4468.2998046875,4482.5498046875,4453.9501953125,4468.14990234375
2010-01-18,4462.2998046875,4508.2001953125,4461.85009765625,4499.60009765625
2010-01-19,4506.64990234375,4524.2998046875,4463.75,4469.2998046875
2010-01-20,4499.9501953125,4502.39990234375,4439.4501953125,4453.64990234375
2010-01-21,4436.89990234375,4445.39990234375,4336.5498046875,4343.25
2010-01-22,4254.5498046875,4331.7001953125,4209.10009765625,4310.75
2010-01-25,4283.5498046875,4306.2001953125,4268.60009765625,4278.5498046875
2010-01-27,4239.85009765625,4260.0498046875,4109.35009765625,4125.5
2010-01-28,4173.2001953125,4197.14990234375,4113.39990234375,4137.5
2010-01-29,4095.89990234375,4163.89990234375,4047.10009765625,4156.0498046875
2010-02-01,4130.4501953125,4211.5,4127.0,4196.2998046875
2010-02-02,4238.4501953125,4242.75,4129.2001953125,4138.25
2010-02-03,4173.2998046875,4223.85009765625,4171.39990234375,4212.10009765625
2010-02-04,4206.5498046875,4208.35009765625,4131.7001953125,4139.7001953125
2010-02-05,4029.64990234375,4055.60009765625,4004.949951171875,4023.64990234375
2010-02-08,4066.64990234375,4096.5,4009.550048828125,4067.300048828125
2010-02-09,4069.449951171875,4110.39990234375,4056.699951171875,4104.0
2010-02-10,4129.7998046875,4136.85009765625,4072.199951171875,4079.699951171875
2010-02-11,4109.35009765625,4135.7001953125,4108.4501953125,4123.60009765625
2010-02-15,4136.39990234375,4137.14990234375,4092.39990234375,4096.2001953125
2010-02-16,4111.7998046875,4147.10009765625,4086.85009765625,4134.64990234375
2010-02-17,4173.75,4191.0498046875,4154.2998046875,4171.5498046875
2010-02-18,4163.89990234375,4174.64990234375,4137.89990234375,4145.85009765625
2010-02-19,4105.64990234375,4127.75,4077.60009765625,4102.7001953125
2010-02-22,4151.2001953125,4151.64990234375,4086.35009765625,4094.25
2010-02-23,4079.10009765625,4109.2001953125,4077.89990234375,4089.699951171875
2010-02-24,4072.949951171875,4093.39990234375,4068.64990234375,4080.64990234375
2010-02-25,4094.85009765625,4094.85009765625,4066.60009765625,4072.35009765625
2010-02-26,4088.10009765625,4170.9501953125,4081.14990234375,4127.5498046875
2010-03-02,4170.35009765625,4198.35009765625,4158.64990234375,4192.2998046875
2010-03-03,4210.60009765625,4252.64990234375,4209.5498046875,4249.85009765625
2010-03-04,4248.0,4266.25,4237.75,4262.35009765625
2010-03-05,4283.2998046875,4293.7001953125,4257.89990234375,4270.25
2010-03-08,4308.7001953125,4308.7001953125,4275.2001953125,4287.75
2010-03-09,4280.64990234375,4280.64990234375,4247.85009765625,4252.39990234375
2010-03-10,4248.64990234375,4276.64990234375,4237.7998046875,4253.7998046875
2010-03-11,4248.85009765625,4260.35009765625,4234.7001953125,4252.85009765625
2010-03-12,4262.0498046875,4272.64990234375,4244.14990234375,4253.35009765625
2010-03-15,4237.4501953125,4245.39990234375,4221.0498046875,4233.39990234375
2010-03-16,4234.64990234375,4277.35009765625,4232.7998046875,4273.64990234375
2010-03-17,4298.25,4324.5,4294.39990234375,4304.2001953125
2010-03-18,4312.35009765625,4318.2001953125,4294.85009765625,4306.60009765625
2010-03-19,4316.25,4327.14990234375,4308.7001953125,4324.0
2010-03-22,4273.35009765625,4317.25,4273.35009765625,4278.75
2010-03-23,4300.5,4305.35009765625,4268.2001953125,4287.2998046875
2010-03-25,4274.5,4299.89990234375,4268.25,4293.7001953125
2010-03-26,4305.39990234375,4324.14990234375,4305.39990234375,4312.9501953125
2010-03-29,4314.2998046875,4337.4501953125,4314.2998046875,4320.9501953125
2010-03-30,4341.39990234375,4348.0498046875,4307.89990234375,4313.2001953125
2010-03-31,4328.2001953125,4340.89990234375,4304.2998046875,4313.25
2010-04-01,4337.2001953125,4348.35009765625,4330.0,4345.2001953125
2010-04-05,4372.35009765625,4406.5,4364.2001953125,4403.89990234375
2010-04-06,4417.0498046875,4419.0498046875,4396.9501953125,4410.2998046875
2010-04-07,4424.10009765625,4446.35009765625,4402.7998046875,4424.9501953125
2010-04-08,4419.75,4429.9501953125,4370.0498046875,4381.7001953125
2010-04-09,4397.85009765625,4420.75,4397.85009765625,4410.0498046875
2010-04-12,4426.10009765625,4426.10009765625,4386.14990234375,4394.7001953125
2010-04-13,4397.0,4397.0,4372.7998046875,4383.35009765625
2010-04-15,4418.14990234375,4418.14990234375,4354.5498046875,4359.39990234375
2010-04-16,4345.5498046875,4356.9501953125,4330.0,4342.25
2010-04-19,4283.89990234375,4299.25,4261.64990234375,4290.2001953125
2010-04-20,4310.0,4341.14990234375,4308.10009765625,4319.75
2010-04-21,4340.0,4356.9501953125,4334.35009765625,4344.39990234375
2010-04-22,4337.0,4394.10009765625,4331.7998046875,4356.60009765625
2010-04-23,4360.0,4381.39990234375,4355.5498046875,4369.0
2010-04-26,4383.89990234375,4396.39990234375,4378.89990234375,4383.7998046875
2010-04-27,4382.2998046875,4396.35009765625,4374.2998046875,4378.2998046875
2010-04-28,4323.5498046875,4350.2998046875,4302.10009765625,4315.10009765625
2010-04-29,4329.5,4344.35009765625,4327.89990234375,4338.25
2010-04-30,4365.14990234375,4374.7998046875,4360.0498046875,4368.10009765625
2010-05-03,4346.25,4358.4501953125,4331.2998046875,4341.25
2010-05-04,4359.0498046875,4360.4501953125,4270.64990234375,4277.85009765625
2010-05-05,4216.39990234375,4280.64990234375,4199.5498046875,4271.5
2010-05-06,4266.7001953125,4275.75,4213.10009765625,4256.75
2010-05-07,4192.10009765625,4216.7001953125,4159.39990234375,4182.25
2010-05-10,4229.25,4306.35009765625,4229.25,4298.60009765625
2010-05-11,4298.10009765625,4301.7001953125,4244.10009765625,4250.0
2010-05-12,4254.10009765625,4273.0,4219.85009765625,4263.89990234375
2010-05-13,4287.60009765625,4311.89990234375,4281.60009765625,4290.60009765625
2010-05-14,4282.0498046875,4302.5,4223.0498046875,4236.64990234375
2010-05-17,4192.10009765625,4220.7998046875,4146.0,4213.25
2010-05-18,4208.9501953125,4246.25,4198.35009765625,4217.39990234375
2010-05-19,4179.2001953125,4189.4501953125,4099.0498046875,4106.39990234375
2010-05-20,4144.0498046875,4163.85009765625,4117.64990234375,4133.4501953125
2010-05-21,4052.300048828125,4107.39990234375,4044.64990234375,4101.60009765625
2010-05-24,4159.9501953125,4177.10009765625,4098.75,4110.7998046875
2010-05-25,4066.39990234375,4070.699951171875,3986.949951171875,4001.89990234375
2010-05-26,4050.25,4072.699951171875,4036.75,4070.550048828125
2010-05-27,4064.60009765625,4130.10009765625,4058.800048828125,4125.75
2010-05-28,4171.60009765625,4191.2001953125,4154.7001953125,4186.7998046875
2010-05-31,4188.89990234375,4232.39990234375,4179.64990234375,4226.60009765625
2010-06-01,4221.7001953125,4226.14990234375,4142.7001953125,4149.10009765625
2010-06-02,4163.75,4196.75,4152.25,4189.75
2010-06-03,4240.14990234375,4262.35009765625,4240.0,4253.14990234375
2010-06-04,4259.75,4270.75,4244.0,4263.4501953125
2010-06-07,4165.4501953125,4199.0498046875,4164.5,4190.0
2010-06-08,4188.39990234375,4216.5,4136.9501953125,4152.0
2010-06-09,4154.5498046875,4205.60009765625,4154.5498046875,4172.0
2010-06-10,4191.75,4232.35009765625,4183.64990234375,4228.9501953125
2010-06-11,4268.5498046875,4268.5498046875,4236.60009765625,4247.25
2010-06-14,4268.64990234375,4300.9501953125,4260.7998046875,4299.0498046875
2010-06-15,4306.9501953125,4320.89990234375,4288.4501953125,4314.7998046875
2010-06-16,4330.60009765625,4337.39990234375,4309.5,4319.9501953125
2010-06-17,4326.5498046875,4351.25,4305.39990234375,4344.2998046875
2010-06-18,4351.2001953125,4364.75,4317.75,4328.64990234375
2010-06-21,4374.85009765625,4396.75,4372.2998046875,4388.7001953125
2010-06-22,4370.85009765625,4391.2998046875,4364.85009765625,4368.7001953125
2010-06-23,4355.10009765625,4385.7001953125,4355.10009765625,4379.75
2010-06-24,4382.89990234375,4399.64990234375,4355.10009765625,4372.35009765625
2010-06-25,4363.4501953125,4387.60009765625,4353.2001953125,4365.85009765625
2010-06-28,4387.64990234375,4432.4501953125,4383.10009765625,4429.25
2010-06-29,4416.0498046875,4425.2001953125,4367.9501953125,4383.75
2010-06-30,4352.2001953125,4424.2998046875,4352.2001953125,4420.7001953125
2010-07-01,4391.9501953125,4402.60009765625,4373.75,4386.35009765625
2010-07-02,4392.14990234375,4414.85009765625,4374.39990234375,4382.5498046875
2010-07-05,4381.0,4394.7998046875,4372.39990234375,4379.64990234375
2010-07-06,4382.14990234375,4419.35009765625,4382.14990234375,4413.7001953125
2010-07-07,4417.0498046875,4417.0498046875,4379.64990234375,4385.89990234375
2010-07-08,4423.14990234375,4445.5,4420.60009765625,4424.35009765625
2010-07-09,4448.9501953125,4469.25,4448.9501953125,4461.5498046875
2010-07-12,4470.5,4494.4501953125,4461.75,4474.7001953125
2010-07-13,4470.14990234375,4492.7001953125,4463.39990234375,4491.35009765625
2010-07-14,4528.10009765625,4528.10009765625,4471.39990234375,4479.25
2010-07-15,4481.9501953125,4487.7998046875,4458.75,4468.4501953125
2010-07-16,4473.5,4492.7998046875,4470.10009765625,4490.0498046875
2010-07-19,4472.35009765625,4504.9501953125,4472.35009765625,4488.9501953125
2010-07-20,4509.75,4510.5,4465.7001953125,4474.75
2010-07-21,4483.35009765625,4505.5498046875,4483.35009765625,4499.14990234375
