universe,isin,symbol,company,entry_date,exit_date,entry_approx,still_member
midsmallcap400,INE206F01022,AIIL,Authum Investment & Infrastructure Ltd.,2025-04-11,,False,True
midsmallcap400,INE031B01049,AJANTPHARM,Ajanta Pharmaceuticals Ltd.,2016-04-01,,True,True
midsmallcap400,,AKUMS,,2025-03-21,2026-05-12,False,False
midsmallcap400,,ALBK,,2016-04-01,2020-01-16,True,False
midsmallcap400,,ALEMBICLTD,,2016-04-01,2022-04-07,True,False
midsmallcap400,,ALIVUS,,2022-04-07,2025-12-31,False,False
midsmallcap400,INE540L01014,ALKEM,Alkem Laboratories Ltd.,2025-04-11,,False,True
midsmallcap400,,ALKYLAMINE,,2020-09-14,2026-05-12,False,False
midsmallcap400,,ALLCARGO,,2016-04-01,2020-11-25,True,False
midsmallcap400,,ALLCARGO,,2022-04-07,2023-02-17,False,False
midsmallcap400,,ALOKINDS,,2016-04-01,2026-05-12,True,False
midsmallcap400,,ALOKTEXT,,2016-04-01,2017-05-26,True,False
midsmallcap400,INE371P01015,AMBER,Amber Enterprises India Ltd.,2025-04-11,,False,True
midsmallcap400,,AMTEKAUTO,,2016-04-01,2017-10-30,True,False
midsmallcap400,INE463V01026,ANANDRATHI,Anand Rathi Wealth Ltd.,2024-10-10,,False,True
midsmallcap400,INE242C01024,ANANTRAJ,Anant Raj Ltd.,2016-04-01,2017-10-30,True,False
midsmallcap400,INE242C01024,ANANTRAJ,Anant Raj Ltd.,2025-04-11,,False,True
midsmallcap400,,ANDHRABANK,,2016-04-01,2020-01-16,True,False
midsmallcap400,,ANDHRAPAP,,2016-04-01,2017-05-26,True,False
midsmallcap400,INE732I01021,ANGELONE,Angel One Ltd.,2021-04-29,,False,True
midsmallcap400,INE0CZ201020,ANTHEM,Anthem Biosciences Ltd.,2026-05-12,,False,True
midsmallcap400,INE930P01018,ANURAS,Anupam Rasayan India Ltd.,2021-10-29,2025-04-11,False,False
midsmallcap400,INE930P01018,ANURAS,Anupam Rasayan India Ltd.,2026-05-12,,False,True
midsmallcap400,INE372A01015,APARINDS,Apar Industries Ltd.,2016-04-01,2018-06-29,True,False
midsmallcap400,INE372A01015,APARINDS,Apar Industries Ltd.,2023-04-28,,False,True
midsmallcap400,INE702C01027,APLAPOLLO,APL Apollo Tubes Ltd.,2016-10-24,,False,True
midsmallcap400,,APLLTD,,2016-04-01,2026-05-12,True,False
midsmallcap400,,APOLLOHOSP,,2017-05-26,2025-04-11,False,False
midsmallcap400,INE438A01022,APOLLOTYRE,Apollo Tyres Ltd.,2016-04-01,,True,True
midsmallcap400,INE852O01025,APTUS,Aptus Value Housing Finance India Ltd.,2022-04-07,,False,True
midsmallcap400,INE885A01032,ARE&M,Amara Raja Energy & Mobility Ltd.,2016-04-01,,True,True
midsmallcap400,,ARVIND,,2016-04-01,2018-08-08,True,False
midsmallcap400,,ARVINDFASN,,2019-12-26,2020-11-02,False,False
midsmallcap400,INE439A01020,ASAHIINDIA,Asahi India Glass Ltd.,2017-03-31,2017-10-30,False,False
midsmallcap400,INE439A01020,ASAHIINDIA,Asahi India Glass Ltd.,2018-06-29,2018-12-28,False,False
midsmallcap400,INE439A01020,ASAHIINDIA,Asahi India Glass Ltd.,2020-01-16,2020-11-02,False,False
midsmallcap400,INE439A01020,ASAHIINDIA,Asahi India Glass Ltd.,2021-04-29,,False,True
midsmallcap400,,ASHIANA,,2016-04-01,2016-10-24,True,False
midsmallcap400,,ASHOKA,,2016-04-01,2022-04-07,True,False
midsmallcap400,INE208A01029,ASHOKLEY,Ashok Leyland Ltd.,2025-04-11,,False,True
midsmallcap400,INE914M01019,ASTERDM,Aster DM Healthcare Ltd.,2025-04-11,,False,True
midsmallcap400,INE006I01046,ASTRAL,Astral Ltd.,2016-04-01,,True,True
midsmallcap400,,ASTRAZEN,,2016-04-01,2018-06-29,True,False
midsmallcap400,,ASTRAZEN,,2019-04-15,2023-04-28,False,False
midsmallcap400,,ASTRAZEN,,2024-10-10,2026-05-12,False,False
midsmallcap400,INE399L01023,ATGL,Adani Total Gas Ltd.,2019-12-26,2022-12-30,False,False
midsmallcap400,INE399L01023,ATGL,Adani Total Gas Ltd.,2025-04-11,,False,True
midsmallcap400,INE0LEZ01016,ATHERENERG,Ather Energy Ltd.,2025-12-31,,False,True
midsmallcap400,INE100A01010,ATUL,Atul Ltd.,2016-04-01,,True,True
midsmallcap400,INE949L01017,AUBANK,AU Small Finance Bank Ltd.,2017-11-20,,False,True
midsmallcap400,INE406A01037,AUROPHARMA,Aurobindo Pharma Ltd.,2022-04-07,,False,True
midsmallcap400,INE699H01024,AWL,AWL Agri Business Ltd.,2022-12-30,2023-04-28,False,False
midsmallcap400,INE699H01024,AWL,AWL Agri Business Ltd.,2024-10-10,,False,True
midsmallcap400,,BAJAJ-AUTO,,2016-04-01,2025-04-11,True,False
midsmallcap400,,BAJAJCON,,2016-04-01,2025-04-11,True,False
midsmallcap400,,BAJAJELEC,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE377Y01014,BAJAJHFL,Bajaj Housing Finance Ltd.,2026-05-12,,False,True
midsmallcap400,,BAJAJHIND,,2016-04-01,2018-12-28,True,False
midsmallcap400,,BAJAJHLDNG,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE787D01026,BALKRISIND,Balkrishna Industries Ltd.,2016-04-01,,True,True
midsmallcap400,,BALLARPUR,,2016-04-01,2018-12-28,True,False
midsmallcap400,,BALMLAWRIE,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE119A01028,BALRAMCHIN,Balrampur Chini Mills Ltd.,2016-04-01,,True,True
midsmallcap400,INE545U01014,BANDHANBNK,Bandhan Bank Ltd.,2023-04-28,,False,True
midsmallcap400,,BANKBARODA,,2021-04-29,2021-10-29,False,False
midsmallcap400,INE084A01016,BANKINDIA,Bank of India,2016-04-01,,True,True
midsmallcap400,,BASF,,2016-04-01,2026-05-12,True,False
midsmallcap400,INE176A01028,BATAINDIA,Bata India Ltd.,2016-04-01,,True,True
midsmallcap400,INE462A01022,BAYERCROP,Bayer Cropscience Ltd.,2019-12-26,,False,True
midsmallcap400,INE050A01025,BBTC,Bombay Burmah Trading Corporation Ltd.,2016-04-01,,True,True
midsmallcap400,,BCG,,2022-04-07,2024-10-10,False,False
midsmallcap400,INE171Z01026,BDL,Bharat Dynamics Ltd.,2018-09-28,,False,True
midsmallcap400,,BEL,,2019-04-15,2025-04-11,False,False
midsmallcap400,INE894V01022,BELRISE,Belrise Industries Ltd.,2026-05-12,,False,True
midsmallcap400,INE258A01024,BEML,BEML Ltd.,2016-04-01,2022-05-04,True,False
midsmallcap400,INE258A01024,BEML,BEML Ltd.,2025-04-11,,False,True
midsmallcap400,INE463A01038,BERGEPAINT,Berger Paints India Ltd.,2016-04-01,,True,True
midsmallcap400,,BFUTILITIE,,2016-04-01,2018-12-28,True,False
midsmallcap400,,BGRENERGY,,2016-04-01,2018-12-28,True,False
midsmallcap400,,BHARATFIN,,2016-04-01,2019-01-28,True,False
midsmallcap400,INE465A01025,BHARATFORG,Bharat Forge Ltd.,2017-05-26,,False,True
midsmallcap400,,BHARATRAS,,2020-09-14,2022-04-07,False,False
midsmallcap400,,BHARATRAS,,2022-12-30,2023-04-28,False,False
midsmallcap400,INE343G01021,BHARTIHEXA,Bharti Hexacom Ltd.,2025-04-11,,False,True
midsmallcap400,INE257A01026,BHEL,Bharat Heavy Electricals Ltd.,2025-04-11,,False,True
midsmallcap400,INE00E101023,BIKAJI,Bikaji Foods International Ltd.,2023-04-28,,False,True
midsmallcap400,INE376G01013,BIOCON,Biocon Ltd.,2016-04-01,2018-12-28,True,False
midsmallcap400,INE376G01013,BIOCON,Biocon Ltd.,2023-04-28,,False,True
midsmallcap400,,BLISSGVS,,2016-04-01,2021-10-29,True,False
midsmallcap400,INE153T01027,BLS,BLS International Services Ltd.,2023-04-28,,False,True
midsmallcap400,INE233B01017,BLUEDART,Blue Dart Express Ltd.,2016-04-01,,True,True
midsmallcap400,INE0KBH01020,BLUEJET,Blue Jet Healthcare Ltd.,2025-12-31,,False,True
midsmallcap400,INE472A01039,BLUESTARCO,Blue Star Ltd.,2016-04-01,,True,True
midsmallcap400,,BOMDYEING,,2016-04-01,2021-04-29,True,False
midsmallcap400,,BOSCH-HCIL,,2016-04-01,2019-04-15,True,False
midsmallcap400,,BOSCH-HCIL,,2019-12-26,2022-04-07,False,False
midsmallcap400,,BPCL,,2016-04-01,2025-04-11,True,False
midsmallcap400,,BRFL,,2016-04-01,2017-05-26,True,False
midsmallcap400,,BRFL,,2017-10-30,2018-12-28,False,False
midsmallcap400,INE791I01019,BRIGADE,Brigade Enterprises Ltd.,2016-04-01,2017-05-26,True,False
midsmallcap400,INE791I01019,BRIGADE,Brigade Enterprises Ltd.,2025-04-11,,False,True
midsmallcap400,,BRITANNIA,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE118H01025,BSE,BSE Ltd.,2017-10-30,,False,True
midsmallcap400,INE836A01035,BSOFT,Birlasoft Ltd.,2016-04-01,2018-12-28,True,False
midsmallcap400,INE836A01035,BSOFT,Birlasoft Ltd.,2019-12-26,,False,True
midsmallcap400,,CAMPUS,,2022-09-30,2026-05-12,False,False
midsmallcap400,INE596I01020,CAMS,Computer Age Management Services Ltd.,2025-04-11,,False,True
midsmallcap400,,CANBK,,2016-04-01,2023-04-28,True,False
midsmallcap400,INE477A01020,CANFINHOME,Can Fin Homes Ltd.,2016-04-01,,True,True
midsmallcap400,INE01TY01017,CANHLIFE,Canara HSBC Life Insurance Company Ltd.,2026-05-12,,False,True
midsmallcap400,,CAPF,,2016-04-01,2019-01-28,True,False
midsmallcap400,INE475E01026,CAPLIPOINT,Caplin Point Laboratories Ltd.,2016-04-01,2023-04-28,True,False
midsmallcap400,INE475E01026,CAPLIPOINT,Caplin Point Laboratories Ltd.,2024-10-10,,False,True
midsmallcap400,INE120A01034,CARBORUNIV,Carborundum Universal Ltd.,2016-10-24,,False,True
midsmallcap400,,CARERATING,,2016-04-01,2021-04-29,True,False
midsmallcap400,INE290S01011,CARTRADE,Cartrade Tech Ltd.,2026-05-12,,False,True
midsmallcap400,,CASTEXTECH,,2016-04-01,2016-10-24,True,False
midsmallcap400,INE172A01027,CASTROLIND,Castrol India Ltd.,2017-05-26,,False,True
midsmallcap400,,CCAVENUE,,2016-10-24,2021-03-31,False,False
midsmallcap400,,CCAVENUE,,2021-09-30,2024-10-10,False,False
midsmallcap400,INE421D01022,CCL,CCL Products (I) Ltd.,2016-04-01,,True,True
midsmallcap400,INE736A01011,CDSL,Central Depository Services (India) Ltd.,2025-04-11,,False,True
midsmallcap400,INE482A01020,CEATLTD,Ceat Ltd.,2016-04-01,,True,True
midsmallcap400,INE686A01026,CEMPRO,Cemindia Projects Ltd.,2016-10-24,2020-09-14,False,False
midsmallcap400,INE686A01026,CEMPRO,Cemindia Projects Ltd.,2026-05-12,,False,True
midsmallcap400,INE483A01010,CENTRALBK,Central Bank of India,2016-04-01,,True,True
midsmallcap400,,CENTURYPLY,,2016-04-01,2026-05-12,True,False
midsmallcap400,,CERA,,2016-04-01,2026-05-12,True,False
midsmallcap400,INE486A01021,CESC,CESC Ltd.,2016-04-01,2018-04-02,True,False
midsmallcap400,INE486A01021,CESC,CESC Ltd.,2025-04-11,,False,True
midsmallcap400,INE180C01042,CGCL,Capri Global Capital Ltd.,2019-12-26,2022-04-07,False,False
midsmallcap400,INE180C01042,CGCL,Capri Global Capital Ltd.,2022-05-04,,False,True
midsmallcap400,,CGPOWER,,2016-10-24,2019-12-27,False,False
midsmallcap400,INE427F01016,CHALET,Chalet Hotels Ltd.,2019-09-24,,False,True
midsmallcap400,INE085A01013,CHAMBLFERT,Chambal Fertilizers & Chemicals Ltd.,2016-04-01,,True,True
midsmallcap400,INE178A01016,CHENNPETRO,Chennai Petroleum Corporation Ltd.,2016-04-01,2021-04-29,True,False
midsmallcap400,INE178A01016,CHENNPETRO,Chennai Petroleum Corporation Ltd.,2024-10-10,,False,True
midsmallcap400,INE102B01014,CHOICEIN,Choice International Ltd.,2025-12-31,,False,True
midsmallcap400,,CHOLAFIN,,2016-04-01,2021-10-29,True,False
midsmallcap400,INE149A01033,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd.,2018-04-02,,False,True
midsmallcap400,INE536H01010,CIEINDIA,CIE Automotive India Ltd.,2026-07-06,,False,True
midsmallcap400,INE227W01023,CLEAN,Clean Science and Technology Ltd.,2022-04-07,,False,True
midsmallcap400,INE704P01025,COCHINSHIP,Cochin Shipyard Ltd.,2018-04-02,,False,True
midsmallcap400,,COFFEEDAY,,2016-10-24,2019-12-27,False,False
midsmallcap400,INE591G01025,COFORGE,Coforge Ltd.,2025-04-11,,False,True
midsmallcap400,INE03QK01018,COHANCE,Cohance Lifesciences Ltd.,2025-04-11,,False,True
midsmallcap400,INE259A01022,COLPAL,Colgate Palmolive (India) Ltd.,2016-04-01,,True,True
midsmallcap400,INE111A01025,CONCOR,Container Corporation of India Ltd.,2021-04-29,,False,True
midsmallcap400,INE338H01029,CONCORDBIO,Concord Biotech Ltd.,2024-03-28,,False,True
midsmallcap400,,CONFIPET,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE169A01031,COROMANDEL,Coromandel International Ltd.,2016-04-01,,True,True
midsmallcap400,,CORPBANK,,2016-04-01,2018-06-29,True,False
midsmallcap400,,CORPBANK,,2019-03-29,2020-01-16,False,False
midsmallcap400,INE819V01029,CPPLUS,Aditya Infotech Ltd.,2026-05-12,,False,True
midsmallcap400,INE00LO01017,CRAFTSMAN,Craftsman Automation Ltd.,2023-04-28,,False,True
midsmallcap400,INE741K01010,CREDITACC,CreditAccess Grameen Ltd.,2019-03-29,,False,True
midsmallcap400,INE007A01025,CRISIL,CRISIL Ltd.,2016-04-01,,True,True
midsmallcap400,INE299U01018,CROMPTON,Crompton Greaves Consumer Electricals Ltd.,2017-05-26,,False,True
midsmallcap400,INE491A01021,CUB,City Union Bank Ltd.,2016-04-01,,True,True
midsmallcap400,,CUMMINSIND,,2018-12-28,2026-05-12,False,False
midsmallcap400,INE136B01020,CYIENT,Cyient Ltd.,2016-04-01,,True,True
midsmallcap400,INE016A01026,DABUR,Dabur India Ltd.,2025-12-31,,False,True
midsmallcap400,INE00R701025,DALBHARAT,Dalmia Bharat Ltd.,2019-09-24,,False,True
midsmallcap400,,DALMIABHA,,2016-04-01,2018-06-29,True,False
midsmallcap400,INE0IX101010,DATAPATTNS,Data Patterns (India) Ltd.,2023-04-28,,False,True
midsmallcap400,,DBCORP,,2016-04-01,2021-04-29,True,False
midsmallcap400,,DBL,,2017-05-26,2023-04-28,False,False
midsmallcap400,,DBREALTY,,2016-04-01,2018-12-28,True,False
midsmallcap400,,DBREALTY,,2025-04-11,2026-05-12,False,False
midsmallcap400,,DCAL,,2018-06-29,2021-10-29,False,False
midsmallcap400,,DCBBANK,,2016-04-01,2022-04-07,True,False
midsmallcap400,INE499A01024,DCMSHRIRAM,DCM Shriram Ltd.,2016-04-01,,True,True
midsmallcap400,INE501A01019,DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp. Ltd.,2016-04-01,2019-12-26,True,False
midsmallcap400,INE501A01019,DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp. Ltd.,2022-12-30,,False,True
midsmallcap400,INE288B01029,DEEPAKNTR,Deepak Nitrite Ltd.,2019-04-15,,False,True
midsmallcap400,INE148O01028,DELHIVERY,Delhivery Ltd.,2022-09-30,,False,True
midsmallcap400,,DELTACORP,,2016-04-01,2025-04-11,True,False
midsmallcap400,,DEN,,2016-04-01,2019-04-15,True,False
midsmallcap400,,DEN,,2019-12-26,2025-04-11,False,False
midsmallcap400,,DENABANK,,2016-04-01,2019-03-29,True,False
midsmallcap400,INE872J01023,DEVYANI,Devyani International Ltd.,2025-04-11,,False,True
midsmallcap400,,DHANI,,2017-10-30,2023-04-28,False,False
midsmallcap400,,DHANUKA,,2016-04-01,2018-06-29,True,False
midsmallcap400,,DHANUKA,,2020-09-14,2025-04-11,False,False
midsmallcap400,,DHFL,,2016-04-01,2020-09-14,True,False
midsmallcap400,,DISHMAN,,2016-04-01,2017-03-31,True,False
midsmallcap400,,DISHTV,,2016-04-01,2025-04-11,True,False
midsmallcap400,,DIVISLAB,,2017-10-30,2019-04-15,False,False
midsmallcap400,INE935N01020,DIXON,Dixon Technologies (India) Ltd.,2018-06-29,,False,True
midsmallcap400,,DLF,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE321T01012,DOMS,DOMS Industries Ltd.,2024-10-10,,False,True
midsmallcap400,,DREAMFOLKS,,2016-04-01,2025-04-11,True,False
midsmallcap400,,DREDGECORP,,2016-04-01,2019-04-15,True,False
midsmallcap400,,DYNAMATECH,,2016-04-01,2017-05-26,True,False
midsmallcap400,INE738I01010,ECLERX,eClerx Services Ltd.,2016-04-01,,True,True
midsmallcap400,,EDELWEISS,,2016-04-01,2023-07-13,True,False
midsmallcap400,INE126A01031,EIDPARRY,E.I.D. Parry (India) Ltd.,2016-04-01,,True,True
midsmallcap400,INE230A01023,EIHOTEL,EIH Ltd.,2016-04-01,,True,True
midsmallcap400,INE205B01031,ELECON,Elecon Engineering Co. Ltd.,2024-10-10,,False,True
midsmallcap400,,ELECTCAST,,2016-04-01,2016-10-24,True,False
midsmallcap400,INE285A01027,ELGIEQUIP,Elgi Equipments Ltd.,2016-04-01,2016-10-24,True,False
midsmallcap400,INE285A01027,ELGIEQUIP,Elgi Equipments Ltd.,2018-12-28,,False,True
midsmallcap400,INE548C01032,EMAMILTD,Emami Ltd.,2025-04-11,,False,True
midsmallcap400,INE168P01015,EMCURE,Emcure Pharmaceuticals Ltd.,2024-10-16,,False,True
midsmallcap400,INE1C6T01020,EMMVEE,Emmvee Photovoltaic Power Ltd.,2026-05-12,,False,True
midsmallcap400,INE913H01037,ENDURANCE,Endurance Technologies Ltd.,2017-05-26,,False,True
midsmallcap400,INE510A01028,ENGINERSIN,Engineers India Ltd.,2016-04-01,,True,True
midsmallcap400,,EPIGRAL,,2023-04-28,2024-10-10,False,False
midsmallcap400,,EPL,,2016-04-01,2018-06-29,True,False
midsmallcap400,,EQUITAS,,2016-10-24,2022-12-30,False,False
midsmallcap400,INE406M01024,ERIS,Eris Lifesciences Ltd.,2018-06-29,2022-12-30,False,False
midsmallcap400,INE406M01024,ERIS,Eris Lifesciences Ltd.,2023-07-13,,False,True
midsmallcap400,,EROSMEDIA,,2016-04-01,2019-04-15,True,False
midsmallcap400,,ESABINDIA,,2020-09-14,2021-04-29,False,False
midsmallcap400,,ESAFSFB,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE042A01014,ESCORTS,Escorts Kubota Ltd.,2016-04-01,,True,True
midsmallcap400,,ESSDEE,,2016-04-01,2016-10-24,True,False
midsmallcap400,,EVEREADY,,2016-04-01,2025-04-11,True,False
midsmallcap400,,EXCELCROP,,2018-12-28,2019-06-28,False,False
midsmallcap400,INE302A01020,EXIDEIND,Exide Industries Ltd.,2016-04-01,,True,True
midsmallcap400,INE188A01015,FACT,Fertilisers and Chemicals Travancore Ltd.,2021-10-29,,False,True
midsmallcap400,,FCONSUMER,,2016-04-01,2021-10-29,True,False
midsmallcap400,,FDC,,2016-04-01,2017-10-30,True,False
midsmallcap400,INE171A01029,FEDERALBNK,Federal Bank Ltd.,2016-04-01,,True,True
midsmallcap400,INE235A01022,FINCABLES,Finolex Cables Ltd.,2016-04-01,,True,True
midsmallcap400,,FINPIPE,,2016-04-01,2026-05-12,True,False
midsmallcap400,INE02RE01045,FIRSTCRY,Brainbees Solutions Ltd.,2025-04-11,,False,True
midsmallcap400,INE128S01021,FIVESTAR,Five-Star Business Finance Ltd.,2025-04-11,,False,True
midsmallcap400,,FLFL,,2016-04-01,2017-05-26,True,False
midsmallcap400,,FLFL,,2017-10-30,2020-09-14,False,False
midsmallcap400,INE09N301011,FLUOROCHEM,Gujarat Fluorochemicals Ltd.,2020-09-14,,False,True
midsmallcap400,,FMGOETZE,,2017-05-26,2017-10-30,False,False
midsmallcap400,,FMGOETZE,,2019-12-26,2020-09-14,False,False
midsmallcap400,INE451A01017,FORCEMOT,Force Motors Ltd.,2025-12-31,,False,True
midsmallcap400,INE061F01013,FORTIS,Fortis Healthcare Ltd.,2016-04-01,2018-04-02,True,False
midsmallcap400,INE061F01013,FORTIS,Fortis Healthcare Ltd.,2025-04-11,,False,True
midsmallcap400,,FRETAIL,,2017-05-26,2017-11-13,False,False
midsmallcap400,,FRETAIL,,2018-08-08,2022-04-07,False,False
midsmallcap400,INE684F01012,FSL,Firstsource Solutions Ltd.,2025-04-11,,False,True
midsmallcap400,,FUSION,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE524A01029,GABRIEL,Gabriel India Ltd.,2026-05-12,,False,True
midsmallcap400,,GALAXYSURF,,2018-12-28,2024-10-10,False,False
midsmallcap400,INE297H01019,GALLANTT,Gallantt Ispat Ltd.,2026-05-12,,False,True
midsmallcap400,,GAYAPROJ,,2016-04-01,2018-02-05,True,False
midsmallcap400,,GAYAPROJ,,2018-12-28,2020-09-14,False,False
midsmallcap400,,GDL,,2016-04-01,2019-12-26,True,False
midsmallcap400,INE017A01032,GESHIP,Great Eastern Shipping Co. Ltd.,2016-04-01,,True,True
midsmallcap400,,GFLLIMITED,,2016-04-01,2019-09-24,True,False
midsmallcap400,,GHCL,,2017-05-26,2021-09-30,False,False
midsmallcap400,INE481Y01014,GICRE,General Insurance Corporation of India,2025-04-11,,False,True
midsmallcap400,INE322A01010,GILLETTE,Gillette India Ltd.,2016-04-01,,True,True
midsmallcap400,INE068V01023,GLAND,Gland Pharma Ltd.,2023-04-28,,False,True
midsmallcap400,INE159A01016,GLAXO,Glaxosmithkline Pharmaceuticals Ltd.,2018-06-29,,False,True
midsmallcap400,INE935A01035,GLENMARK,Glenmark Pharmaceuticals Ltd.,2018-06-29,,False,True
midsmallcap400,,GLOBOFFS,,2016-04-01,2016-10-24,True,False
midsmallcap400,INE131A01031,GMDCLTD,Gujarat Mineral Development Corporation Ltd.,2016-04-01,2021-04-29,True,False
midsmallcap400,INE131A01031,GMDCLTD,Gujarat Mineral Development Corporation Ltd.,2024-10-10,,False,True
midsmallcap400,INE776C01039,GMRAIRPORT,GMR Airports Ltd.,2016-04-01,2022-03-31,True,False
midsmallcap400,INE776C01039,GMRAIRPORT,GMR Airports Ltd.,2022-05-31,,False,True
midsmallcap400,,GNFC,,2017-05-26,2025-12-31,False,False
midsmallcap400,,GOCOLORS,,2022-04-07,2025-04-11,False,False
midsmallcap400,INE260B01028,GODFRYPHLP,Godfrey Phillips India Ltd.,2025-04-11,,False,True
midsmallcap400,INE03JT01014,GODIGIT,Go Digit General Insurance Ltd.,2016-04-01,,True,True
midsmallcap400,,GODREJAGRO,,2018-06-29,2026-05-12,False,False
midsmallcap400,INE233A01035,GODREJIND,Godrej Industries Ltd.,2016-04-01,,True,True
midsmallcap400,INE484J01027,GODREJPROP,Godrej Properties Ltd.,2016-04-01,,True,True
midsmallcap400,INE177H01039,GPIL,Godawari Power & Ispat Ltd.,2016-04-01,,True,True
midsmallcap400,,GPPL,,2016-04-01,2025-12-31,True,False
midsmallcap400,INE101D01020,GRANULES,Granules India Ltd.,2016-04-01,,True,True
midsmallcap400,INE371A01025,GRAPHITE,Graphite India Ltd.,2018-06-29,,False,True
midsmallcap400,INE024L01027,GRAVITA,Gravita India Ltd.,2016-04-01,,True,True
midsmallcap400,,GREAVESCOT,,2016-04-01,2022-04-07,True,False
midsmallcap400,,GREENPLY,,2016-04-01,2019-04-15,True,False
midsmallcap400,,GRINDWELL,,2016-04-01,2017-10-30,True,False
midsmallcap400,,GRINDWELL,,2018-12-28,2025-04-11,False,False
midsmallcap400,,GRINFRA,,2022-04-07,2024-10-10,False,False
midsmallcap400,INE0HOQ01053,GROWW,Billionbrains Garage Ventures Ltd.,2026-05-12,,False,True
midsmallcap400,INE382Z01011,GRSE,Garden Reach Shipbuilders & Engineers Ltd.,2020-09-14,2021-10-29,False,False
midsmallcap400,INE382Z01011,GRSE,Garden Reach Shipbuilders & Engineers Ltd.,2024-10-10,,False,True
midsmallcap400,,GRUH,,2016-04-01,2019-12-26,True,False
midsmallcap400,,GSKCONS,,2018-06-29,2019-12-26,False,False
midsmallcap400,,GSPL,,2016-04-01,2026-07-06,True,False
midsmallcap400,,GUJALKALI,,2017-05-26,2025-04-11,False,False
midsmallcap400,,GUJENERGY,,2016-04-01,2026-05-12,True,False
midsmallcap400,,GULFOILLUB,,2016-09-30,2021-10-29,False,False
midsmallcap400,,GVKPIL,,2016-04-01,2019-04-15,True,False
midsmallcap400,,GVPIL,,2016-04-01,2021-10-29,True,False
midsmallcap400,INE200A01026,GVT&D,GE Vernova T&D India Ltd.,2016-04-01,,True,True
midsmallcap400,,HAL,,2018-12-28,2022-12-30,False,False
midsmallcap400,,HAPPSTMNDS,,2021-04-29,2026-05-12,False,False
midsmallcap400,,HAPPYFORGE,,2024-10-10,2025-04-11,False,False
midsmallcap400,,HARSHA,,2016-04-01,2025-04-11,True,False
midsmallcap400,,HATHWAY,,2016-04-01,2020-01-16,True,False
midsmallcap400,,HATHWAY,,2020-09-14,2021-04-29,False,False
midsmallcap400,,HATHWAY,,2021-10-29,2022-12-30,False,False
midsmallcap400,,HATSUN,,2018-04-02,2023-04-28,False,False
midsmallcap400,INE176B01034,HAVELLS,Havells India Ltd.,2016-04-01,2017-05-26,True,False
midsmallcap400,INE176B01034,HAVELLS,Havells India Ltd.,2026-05-12,,False,True
midsmallcap400,INE292B01021,HBLENGINE,HBL Engineering Ltd.,2024-10-10,,False,True
midsmallcap400,,HCC,,2016-04-01,2019-04-15,True,False
midsmallcap400,INE756I01012,HDBFS,HDB Financial Services Ltd.,2026-05-12,,False,True
midsmallcap400,,HDFCAMC,,2016-04-01,2026-05-12,True,False
midsmallcap400,,HDIL,,2016-04-01,2018-12-28,True,False
midsmallcap400,INE545A01024,HEG,H.E.G. Ltd.,2018-06-29,,False,True
midsmallcap400,,HEIDELBERG,,2016-04-01,2022-04-07,True,False
midsmallcap400,,HEMIPROP,,2021-04-29,2022-12-30,False,False
midsmallcap400,,HERITGFOOD,,2017-10-30,2021-04-29,False,False
midsmallcap400,INE158A01026,HEROMOTOCO,Hero MotoCorp Ltd.,2025-12-31,,False,True
midsmallcap400,INE093A01041,HEXT,Hexaware Technologies Ltd.,2025-12-31,,False,True
midsmallcap400,INE548A01028,HFCL,HFCL Ltd.,2016-04-01,,True,True
midsmallcap400,INE531E01026,HINDCOPPER,Hindustan Copper Ltd.,2016-04-01,,True,True
midsmallcap400,,HINDOILEXP,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE094A01015,HINDPETRO,Hindustan Petroleum Corporation Ltd.,2025-04-11,,False,True
midsmallcap400,,HINDWAREAP,,2016-04-01,2025-04-11,True,False
midsmallcap400,,HINDZINC,,2021-04-29,2025-12-31,False,False
midsmallcap400,,HLEGLAS,,2022-04-07,2024-10-10,False,False
midsmallcap400,,HLVLTD,,2016-04-01,2016-10-24,True,False
midsmallcap400,,HMT,,2016-04-01,2016-10-24,True,False
midsmallcap400,,HMVL,,2016-04-01,2017-10-30,True,False
midsmallcap400,,HNDFDS,,2016-04-01,2025-04-11,True,False
midsmallcap400,INE481N01025,HOMEFIRST,Home First Finance Company India Ltd.,2021-10-29,,False,True
midsmallcap400,INE0J5401028,HONASA,Honasa Consumer Ltd.,2024-10-10,,False,True
midsmallcap400,INE671A01010,HONAUT,Honeywell Automation India Ltd.,2016-04-01,2017-10-30,True,False
midsmallcap400,INE671A01010,HONAUT,Honeywell Automation India Ltd.,2018-06-29,,False,True
